,type,metaData,id,accountId,transactionURN,accountRef,date,description,category,amount,currency,status,matchState,fiData,isReviewed,merchantId,transactionType,etag,isExpense,isPending,discretionaryType,isLinkedToRule,transactionReviewState
144,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-10-23T13:59:06Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1232121477_0', 'rel': 'self'}]}",105265372_1232121477_0,105265372_9002407,urn:transaction:fdp::transactionid:539ce991-71ac-11ee-a6d1-465d78956d7f,"{'id': '9002407', 'accountURN': 'urn:account:fdp::accountid:390cb1c1-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-10-22,CHICK-FIL-A #X2174,"{'id': '105265372_706', 'name': 'Fast Food', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-10.15,USD,POSTED,NOT_MATCHED,"{'id': '202310221848124231005#20231005', 'date': '2023-10-22', 'amount': -10.15, 'description': 'CHICK-FIL-A #X2174', 'inferredDescription': 'CHICK-FIL-A #X2174', 'inferredCategory': {'id': '105265372_706', 'name': 'Fast Food'}}",False,10059.0,DEBIT,1698069546000,True,False,DISCRETIONARY,False,UNREVIEWED
143,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-10-23T13:59:06Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1232121478_0', 'rel': 'self'}]}",105265372_1232121478_0,105265372_9002407,urn:transaction:fdp::transactionid:539ce990-71ac-11ee-a6d1-465d78956d7f,"{'id': '9002407', 'accountURN': 'urn:account:fdp::accountid:390cb1c1-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-10-22,SURF THRU GRANT,"{'id': '105265372_1403', 'name': 'Service & Parts', 'categoryType': 'EXPENSE', 'parentId': '105265372_14', 'parentName': 'Auto & Transport'}",-17.0,USD,POSTED,NOT_MATCHED,"{'id': '202310221848114231005#20231005', 'date': '2023-10-22', 'amount': -17.0, 'description': 'SURF THRU GRANT', 'inferredDescription': 'SURF THRU GRANT', 'inferredCategory': {'id': '105265372_1403', 'name': 'Service & Parts'}}",False,,DEBIT,1698069546000,True,False,NON_DISCRETIONARY,False,UNREVIEWED
142,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-10-24T13:52:56Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1232676332_0', 'rel': 'self'}]}",105265372_1232676332_0,105265372_9002407,urn:transaction:fdp::transactionid:a1f8e441-7274-11ee-9d04-9608132dc1b2,"{'id': '9002407', 'accountURN': 'urn:account:fdp::accountid:390cb1c1-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-10-22,ARIZONA PIZZA COMPANY,"{'id': '105265372_707', 'name': 'Restaurants', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-23.65,USD,POSTED,NOT_MATCHED,"{'id': '202310231844604231005#20231005', 'date': '2023-10-22', 'amount': -23.65, 'description': 'ARIZONA PIZZA COMPANY', 'inferredDescription': 'ARIZONA PIZZA COMPANY', 'inferredCategory': {'id': '105265372_707', 'name': 'Restaurants'}}",False,1002438965.0,DEBIT,1698155576000,True,False,DISCRETIONARY,False,UNREVIEWED
141,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-10-24T13:52:56Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1232676333_0', 'rel': 'self'}]}",105265372_1232676333_0,105265372_9002407,urn:transaction:fdp::transactionid:a1f8e440-7274-11ee-9d04-9608132dc1b2,"{'id': '9002407', 'accountURN': 'urn:account:fdp::accountid:390cb1c1-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-10-22,BASHAS' #071,"{'id': '105265372_701', 'name': 'Groceries', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-34.13,USD,POSTED,NOT_MATCHED,"{'id': '202310231844614231005#20231005', 'date': '2023-10-22', 'amount': -34.13, 'description': ""BASHAS' #071"", 'inferredDescription': ""BASHAS' #071"", 'inferredCategory': {'id': '105265372_701', 'name': 'Groceries'}}",False,4010.0,DEBIT,1698155576000,True,False,NON_DISCRETIONARY,False,UNREVIEWED
140,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-10-24T13:52:56Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1232676331_0', 'rel': 'self'}]}",105265372_1232676331_0,105265372_9002407,urn:transaction:fdp::transactionid:a1f8e442-7274-11ee-9d04-9608132dc1b2,"{'id': '9002407', 'accountURN': 'urn:account:fdp::accountid:390cb1c1-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-10-23,TST* BING'S BOBA TEA - OR,"{'id': '105265372_707', 'name': 'Restaurants', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-16.08,USD,POSTED,NOT_MATCHED,"{'id': '202310231844594231005#20231005', 'date': '2023-10-23', 'amount': -16.08, 'description': ""TST* BING'S BOBA TEA - OR"", 'inferredDescription': ""TST* BING'S BOBA TEA - OR"", 'inferredCategory': {'id': '105265372_707', 'name': 'Restaurants'}}",False,1033536915.0,DEBIT,1698155576000,True,False,DISCRETIONARY,False,UNREVIEWED
137,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-10-26T13:39:27Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1233705400_0', 'rel': 'self'}]}",105265372_1233705400_0,105265372_9002406,urn:transaction:fdp::transactionid:14891250-7405-11ee-8354-7a71f44ec650,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-10-25,FEVER USA* THE SLAUGHT,"{'id': '105265372_1', 'name': 'Entertainment', 'categoryType': 'EXPENSE', 'parentId': '105265372_0', 'parentName': 'Root'}",-52.93,USD,POSTED,NOT_MATCHED,"{'id': '202310251223064231005#20231005', 'date': '2023-10-25', 'amount': -52.93, 'description': 'FEVER USA* THE SLAUGHT', 'inferredDescription': 'FEVER USA* THE SLAUGHT', 'inferredCategory': {'id': '105265372_1', 'name': 'Entertainment'}}",False,,DEBIT,1698327567000,True,False,DISCRETIONARY,False,UNREVIEWED
138,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-10-26T13:39:27Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1233705398_0', 'rel': 'self'}]}",105265372_1233705398_0,105265372_9002406,urn:transaction:fdp::transactionid:14891251-7405-11ee-8354-7a71f44ec650,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-10-25,Klarna,"{'id': '105265372_2', 'name': 'Shopping', 'categoryType': 'EXPENSE', 'parentId': '105265372_0', 'parentName': 'Root'}",-36.69,USD,POSTED,NOT_MATCHED,"{'id': '202310251223054231005#20231005', 'date': '2023-10-25', 'amount': -36.69, 'description': 'Klarna', 'inferredDescription': 'Klarna', 'inferredCategory': {'id': '105265372_2', 'name': 'Shopping'}}",False,,DEBIT,1698327567000,True,False,DISCRETIONARY,False,UNREVIEWED
135,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-10-27T13:37:47Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1234120711_0', 'rel': 'self'}]}",105265372_1234120711_0,105265372_9002406,urn:transaction:fdp::transactionid:0320cbb0-74ce-11ee-ae2a-0e7949577fd2,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-10-26,QT 1493,"{'id': '105265372_1401', 'name': 'Gas & Fuel', 'categoryType': 'EXPENSE', 'parentId': '105265372_14', 'parentName': 'Auto & Transport'}",-40.1,USD,POSTED,NOT_MATCHED,"{'id': '202310261344246231005#20231005', 'date': '2023-10-26', 'amount': -40.1, 'description': 'QT 1493', 'inferredDescription': 'QT 1493', 'inferredCategory': {'id': '105265372_1401', 'name': 'Gas & Fuel'}}",False,10041.0,DEBIT,1698413867000,True,False,NON_DISCRETIONARY,False,UNREVIEWED
136,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-10-27T13:37:47Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1234120710_0', 'rel': 'self'}]}",105265372_1234120710_0,105265372_9002407,urn:transaction:fdp::transactionid:03227960-74ce-11ee-9f5d-d62ac1227107,"{'id': '9002407', 'accountURN': 'urn:account:fdp::accountid:390cb1c1-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-10-26,BAGGINS GOURMET SANDWICH,"{'id': '105265372_707', 'name': 'Restaurants', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-14.67,USD,POSTED,NOT_MATCHED,"{'id': '202310261835547231005#20231005', 'date': '2023-10-26', 'amount': -14.67, 'description': 'BAGGINS GOURMET SANDWICH', 'inferredDescription': 'BAGGINS GOURMET SANDWICH', 'inferredCategory': {'id': '105265372_707', 'name': 'Restaurants'}}",False,,DEBIT,1698413867000,True,False,DISCRETIONARY,False,UNREVIEWED
134,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-10-28T15:05:55Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1234467414_0', 'rel': 'self'}]}",105265372_1234467414_0,105265372_9002406,urn:transaction:fdp::transactionid:7d647a40-75a3-11ee-8455-8ac23bf0746c,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-10-27,Klarna,"{'id': '105265372_2', 'name': 'Shopping', 'categoryType': 'EXPENSE', 'parentId': '105265372_0', 'parentName': 'Root'}",-21.13,USD,POSTED,NOT_MATCHED,"{'id': '202310271603415231005#20231005', 'date': '2023-10-27', 'amount': -21.13, 'description': 'Klarna', 'inferredDescription': 'Klarna', 'inferredCategory': {'id': '105265372_2', 'name': 'Shopping'}}",False,,DEBIT,1698505555000,True,False,DISCRETIONARY,False,UNREVIEWED
129,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-10-31T03:01:27Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1235167061_0', 'rel': 'self'}]}",105265372_1235167061_0,105265372_9002406,urn:transaction:fdp::transactionid:7193d9e0-772e-11ee-9a34-0e2d8d7e7746,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-10-29,TARGET        XXXX8557,"{'id': '105265372_2', 'name': 'Shopping', 'categoryType': 'EXPENSE', 'parentId': '105265372_0', 'parentName': 'Root'}",-39.11,USD,POSTED,NOT_MATCHED,"{'id': '202310291102378231005#20231005', 'date': '2023-10-29', 'amount': -39.11, 'description': 'TARGET XXXX8557', 'inferredDescription': 'TARGET        XXXX8557', 'inferredCategory': {'id': '105265372_2', 'name': 'Shopping'}}",False,1072.0,DEBIT,1698721287000,True,False,DISCRETIONARY,False,UNREVIEWED
130,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-10-30T14:13:12Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1235167060_0', 'rel': 'self'}]}",105265372_1235167060_0,105265372_9002406,urn:transaction:fdp::transactionid:7193d9e1-772e-11ee-9a34-0e2d8d7e7746,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-10-29,KLARNA,"{'id': '105265372_2', 'name': 'Shopping', 'categoryType': 'EXPENSE', 'parentId': '105265372_0', 'parentName': 'Root'}",-20.37,USD,POSTED,NOT_MATCHED,"{'id': '202310291102368231005#20231005', 'date': '2023-10-29', 'amount': -20.37, 'description': 'KLARNA', 'inferredDescription': 'KLARNA', 'inferredCategory': {'id': '105265372_2', 'name': 'Shopping'}}",False,,DEBIT,1698675192000,True,False,DISCRETIONARY,False,UNREVIEWED
133,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-10-30T14:13:12Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1235167056_0', 'rel': 'self'}]}",105265372_1235167056_0,105265372_9002407,urn:transaction:fdp::transactionid:719bc921-772e-11ee-b258-e2ea4c3c88e4,"{'id': '9002407', 'accountURN': 'urn:account:fdp::accountid:390cb1c1-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-10-29,SQ *LA BAGUETTE PARISIENN,"{'id': '105265372_707', 'name': 'Restaurants', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-17.15,USD,POSTED,NOT_MATCHED,"{'id': '202310291844533231005#20231005', 'date': '2023-10-29', 'amount': -17.15, 'description': 'SQ *LA BAGUETTE PARISIENN', 'inferredDescription': 'SQ *LA BAGUETTE PARISIENN', 'inferredCategory': {'id': '105265372_707', 'name': 'Restaurants'}}",False,,DEBIT,1698675192000,True,False,DISCRETIONARY,False,UNREVIEWED
131,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-10-30T14:13:12Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1235167059_0', 'rel': 'self'}]}",105265372_1235167059_0,105265372_9002407,urn:transaction:fdp::transactionid:719bc920-772e-11ee-b258-e2ea4c3c88e4,"{'id': '9002407', 'accountURN': 'urn:account:fdp::accountid:390cb1c1-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-10-29,SACHIKO SUSHI II,"{'id': '105265372_707', 'name': 'Restaurants', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-24.65,USD,POSTED,NOT_MATCHED,"{'id': '202310291844523231005#20231005', 'date': '2023-10-29', 'amount': -24.65, 'description': 'SACHIKO SUSHI II', 'inferredDescription': 'SACHIKO SUSHI II', 'inferredCategory': {'id': '105265372_707', 'name': 'Restaurants'}}",False,1002737406.0,DEBIT,1698675192000,True,False,DISCRETIONARY,False,UNREVIEWED
132,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-10-31T03:01:27Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1235167057_0', 'rel': 'self'}]}",105265372_1235167057_0,105265372_9002407,urn:transaction:fdp::transactionid:719bc922-772e-11ee-b258-e2ea4c3c88e4,"{'id': '9002407', 'accountURN': 'urn:account:fdp::accountid:390cb1c1-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-10-29,EEGEES XX VALENCIA 3250,"{'id': '105265372_706', 'name': 'Fast Food', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-3.25,USD,POSTED,NOT_MATCHED,"{'id': '202310291844513231005#20231005', 'date': '2023-10-29', 'amount': -3.25, 'description': 'EEGEES 33 VALENCIA 3250', 'inferredDescription': 'EEGEES XX VALENCIA 3250', 'inferredCategory': {'id': '105265372_706', 'name': 'Fast Food'}}",False,,DEBIT,1698721287000,True,False,DISCRETIONARY,False,UNREVIEWED
123,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-10-31T13:54:02Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1235658766_0', 'rel': 'self'}]}",105265372_1235658766_0,105265372_9002407,urn:transaction:fdp::transactionid:f1ffc1e1-77f4-11ee-9854-fe5ea7373654,"{'id': '9002407', 'accountURN': 'urn:account:fdp::accountid:390cb1c1-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-10-30,IN N OUT BURGER 242,"{'id': '105265372_706', 'name': 'Fast Food', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-10.05,USD,POSTED,NOT_MATCHED,"{'id': '202310301835394231005#20231005', 'date': '2023-10-30', 'amount': -10.05, 'description': 'IN N OUT BURGER 242', 'inferredDescription': 'IN N OUT BURGER 242', 'inferredCategory': {'id': '105265372_706', 'name': 'Fast Food'}}",False,10032.0,DEBIT,1698760442000,True,False,DISCRETIONARY,False,UNREVIEWED
126,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-10-31T03:01:27Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1235420580_0', 'rel': 'self'}]}",105265372_1235420580_0,105265372_9002406,urn:transaction:fdp::transactionid:c7faad20-7799-11ee-8d2a-76be8d2722fd,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-10-30,SPIRIT HALLOWEEN X0146,"{'id': '105265372_801', 'name': 'Gift', 'categoryType': 'EXPENSE', 'parentId': '105265372_8', 'parentName': 'Gifts & Donations'}",-15.0,USD,POSTED,NOT_MATCHED,"{'id': '202310301310146231005#20231005', 'date': '2023-10-30', 'amount': -15.0, 'description': 'SPIRIT HALLOWEEN X0146', 'inferredDescription': 'SPIRIT HALLOWEEN X0146', 'inferredCategory': {'id': '105265372_801', 'name': 'Gift'}}",False,12230.0,DEBIT,1698721287000,True,False,DISCRETIONARY,False,UNREVIEWED
125,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-10-31T03:01:27Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1235420581_0', 'rel': 'self'}]}",105265372_1235420581_0,105265372_9002406,urn:transaction:fdp::transactionid:c7faad22-7799-11ee-8d2a-76be8d2722fd,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-10-30,PAYPAL *STEAM GAMES,"{'id': '105265372_1', 'name': 'Entertainment', 'categoryType': 'EXPENSE', 'parentId': '105265372_0', 'parentName': 'Root'}",-5.0,USD,POSTED,NOT_MATCHED,"{'id': '202310301310176231005#20231005', 'date': '2023-10-30', 'amount': -5.0, 'description': 'PAYPAL *STEAM GAMES', 'inferredDescription': 'PAYPAL *STEAM GAMES', 'inferredCategory': {'id': '105265372_1', 'name': 'Entertainment'}}",False,12859.0,DEBIT,1698721287000,True,False,DISCRETIONARY,False,UNREVIEWED
124,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-10-31T13:54:02Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1235658765_0', 'rel': 'self'}]}",105265372_1235658765_0,105265372_9002407,urn:transaction:fdp::transactionid:f1ffc1e0-77f4-11ee-9854-fe5ea7373654,"{'id': '9002407', 'accountURN': 'urn:account:fdp::accountid:390cb1c1-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-10-30,AMZN Mktp US*B18GN6QM3,"{'id': '105265372_2', 'name': 'Shopping', 'categoryType': 'EXPENSE', 'parentId': '105265372_0', 'parentName': 'Root'}",-43.69,USD,POSTED,NOT_MATCHED,"{'id': '202310301835404231005#20231005', 'date': '2023-10-30', 'amount': -43.69, 'description': 'AMZN Mktp US*B18GN6QM3', 'inferredDescription': 'AMZN Mktp US*B18GN6QM3', 'inferredCategory': {'id': '105265372_2', 'name': 'Shopping'}}",False,7218.0,DEBIT,1698760442000,True,False,DISCRETIONARY,False,UNREVIEWED
127,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-10-31T03:01:27Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1235420579_0', 'rel': 'self'}]}",105265372_1235420579_0,105265372_9002406,urn:transaction:fdp::transactionid:c7faad21-7799-11ee-8d2a-76be8d2722fd,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-10-30,PAYPAL *STEAM GAMES,"{'id': '105265372_1', 'name': 'Entertainment', 'categoryType': 'EXPENSE', 'parentId': '105265372_0', 'parentName': 'Root'}",-5.0,USD,POSTED,NOT_MATCHED,"{'id': '202310301310156231005#20231005', 'date': '2023-10-30', 'amount': -5.0, 'description': 'PAYPAL *STEAM GAMES', 'inferredDescription': 'PAYPAL *STEAM GAMES', 'inferredCategory': {'id': '105265372_1', 'name': 'Entertainment'}}",False,12859.0,DEBIT,1698721287000,True,False,DISCRETIONARY,False,UNREVIEWED
128,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-10-31T03:01:27Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1235420578_0', 'rel': 'self'}]}",105265372_1235420578_0,105265372_9002406,urn:transaction:fdp::transactionid:c7faad23-7799-11ee-8d2a-76be8d2722fd,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-10-30,APPLE.COM/BILL,"{'id': '105265372_204', 'name': 'Electronics & Software', 'categoryType': 'EXPENSE', 'parentId': '105265372_2', 'parentName': 'Shopping'}",-1.05,USD,POSTED,NOT_MATCHED,"{'id': '202310301310166231005#20231005', 'date': '2023-10-30', 'amount': -1.05, 'description': 'APPLE.COM/BILL', 'inferredDescription': 'APPLE.COM/BILL', 'inferredCategory': {'id': '105265372_204', 'name': 'Electronics & Software'}}",False,7088.0,DEBIT,1698721287000,True,False,DISCRETIONARY,False,UNREVIEWED
122,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-11-01T13:46:27Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1236226124_0', 'rel': 'self'}]}",105265372_1236226124_0,105265372_9002407,urn:transaction:fdp::transactionid:0cfb6c60-78bd-11ee-8b8a-c6ad43113659,"{'id': '9002407', 'accountURN': 'urn:account:fdp::accountid:390cb1c1-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-10-31,PANDA EXPRESS #1898,"{'id': '105265372_706', 'name': 'Fast Food', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-27.18,USD,POSTED,NOT_MATCHED,"{'id': '202310311835214231005#20231005', 'date': '2023-10-31', 'amount': -27.18, 'description': 'PANDA EXPRESS #1898', 'inferredDescription': 'PANDA EXPRESS #1898', 'inferredCategory': {'id': '105265372_706', 'name': 'Fast Food'}}",False,3032.0,DEBIT,1698846387000,True,False,DISCRETIONARY,False,UNREVIEWED
120,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-11-02T14:56:21Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1236756514_0', 'rel': 'self'}]}",105265372_1236756514_0,105265372_9002407,urn:transaction:fdp::transactionid:fb54ffc2-798f-11ee-9b8e-46f141aed53a,"{'id': '9002407', 'accountURN': 'urn:account:fdp::accountid:390cb1c1-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-11-01,AMZN Mktp US*2R5RE2KY3,"{'id': '105265372_2', 'name': 'Shopping', 'categoryType': 'EXPENSE', 'parentId': '105265372_0', 'parentName': 'Root'}",-15.9,USD,POSTED,NOT_MATCHED,"{'id': '202311011841473231005#20231005', 'date': '2023-11-01', 'amount': -15.9, 'description': 'AMZN Mktp US*2R5RE2KY3', 'inferredDescription': 'AMZN Mktp US*2R5RE2KY3', 'inferredCategory': {'id': '105265372_2', 'name': 'Shopping'}}",False,7218.0,DEBIT,1698936981000,True,False,DISCRETIONARY,False,UNREVIEWED
119,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-11-02T14:56:21Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1236756515_0', 'rel': 'self'}]}",105265372_1236756515_0,105265372_9002407,urn:transaction:fdp::transactionid:fb54ffc0-798f-11ee-9b8e-46f141aed53a,"{'id': '9002407', 'accountURN': 'urn:account:fdp::accountid:390cb1c1-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-11-01,SAFEWAY #1988,"{'id': '105265372_701', 'name': 'Groceries', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-21.43,USD,POSTED,NOT_MATCHED,"{'id': '202311011841493231005#20231005', 'date': '2023-11-01', 'amount': -21.43, 'description': 'SAFEWAY #1988', 'inferredDescription': 'SAFEWAY #1988', 'inferredCategory': {'id': '105265372_701', 'name': 'Groceries'}}",False,4122.0,DEBIT,1698936981000,True,False,NON_DISCRETIONARY,False,UNREVIEWED
121,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-11-02T14:56:21Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1236756513_0', 'rel': 'self'}]}",105265372_1236756513_0,105265372_9002407,urn:transaction:fdp::transactionid:fb54ffc1-798f-11ee-9b8e-46f141aed53a,"{'id': '9002407', 'accountURN': 'urn:account:fdp::accountid:390cb1c1-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-11-01,SQ *THE CURRY POT SRI LAN,"{'id': '105265372_707', 'name': 'Restaurants', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-19.55,USD,POSTED,NOT_MATCHED,"{'id': '202311011841483231005#20231005', 'date': '2023-11-01', 'amount': -19.55, 'description': 'SQ *THE CURRY POT SRI LAN', 'inferredDescription': 'SQ *THE CURRY POT SRI LAN', 'inferredCategory': {'id': '105265372_707', 'name': 'Restaurants'}}",False,1032073622.0,DEBIT,1698936981000,True,False,DISCRETIONARY,False,UNREVIEWED
